,Colorectal male,,,Colorectal female,,,Lung male,,,Lung female,,,Breast cancer female,,,Prostate male,
grid,Expected LE(years),LLE(years),,Expected LE (years),LLE (years),,Expected LE (years),LLE (years),,Expected LE (years),LLE (years),,Expected LE (years),LLE (years),,Expected LE (years),LLE (years)
172,20.14892517,4.548102051,,23.05297677,4.602433544,,19.97983481,12.22248243,,22.76224782,11.19559175,,23.10583182,3.083893774,,20.03609266,1.835355652
173,19.42266983,4.22184526,,22.16334056,4.056648951,,19.42084269,11.92996071,,21.93629804,10.79398452,,22.40698641,2.620849559,,19.58556828,1.537724499
174,19.78896735,4.248363514,,22.51991201,4.234864118,,19.90892876,12.27864172,,22.42766997,11.19673686,,22.67168289,2.754886011,,20.0172433,1.703789031
175,20.10760787,4.38513029,,23.91661399,4.837774256,,20.13065063,11.62875303,,23.7341444,12.98195166,,23.7417756,3.1317359,,20.39874663,1.972552069
176,20.02071965,4.463324702,,23.64133386,4.725236997,,19.94045475,11.61258973,,23.57314386,12.63058993,,23.86058573,3.109083057,,20.15584887,2.45034218
177,19.92521307,4.379368711,,23.50795744,4.786962541,,20.12403294,12.68826246,,23.46337344,12.14378763,,23.73520502,3.139576764,,20.33627661,2.244743881
178,19.73992769,4.302881418,,22.84617547,4.448766848,,19.88172087,12.63035651,,22.7808451,11.39107006,,23.21974201,2.954233233,,19.94476066,1.860308422
179,21.03510405,4.751229513,,23.94350574,4.583535733,,21.15640936,14.11309202,,23.75380399,12.04044774,,23.84235166,3.108279362,,21.10257992,2.233754614
180,20.01145997,4.427350659,,22.77566877,4.277420404,,19.91830048,12.08330406,,22.62062635,11.41941258,,23.02885396,2.92639629,,20.07338592,1.711005244
181,19.90024055,4.266928756,,22.82151163,4.254235056,,19.74788305,10.81969848,,22.85519008,11.46896959,,22.89259773,2.767120168,,20.02569084,1.602704835
182,20.00784859,4.327124679,,22.91723241,4.242335932,,20.03516489,11.1526382,,22.68665726,10.9938062,,23.03419207,2.870755308,,20.18741742,1.628355971
183,19.95776667,4.533507577,,22.74243477,4.576598784,,19.99597339,13.33596791,,22.58999438,12.43518665,,22.66074595,2.852636768,,19.8874249,1.914315891
184,21.09674295,4.526721886,,24.23337145,4.639186792,,20.99738041,12.03507906,,24.11159266,12.08733587,,24.59274503,3.167949056,,21.44996164,1.981766114
185,20.59247082,4.468635527,,23.06349699,4.351108258,,20.6028846,11.57809032,,23.08015605,11.52629814,,23.45441747,2.906211019,,20.9121359,1.893828983
186,20.43159095,4.399982938,,23.13910697,4.374653411,,20.39875679,12.10121868,,23.07105955,12.21057332,,23.35205036,2.946007765,,20.88020032,1.777460286
187,19.46954494,4.20157011,,22.26367052,3.925415929,,19.48567973,12.3208585,,22.31087899,11.78820282,,22.33292077,2.967863311,,19.51446391,1.57999794
188,19.93526048,4.325957747,,22.50446997,4.229048214,,19.86078204,12.05657125,,22.46311773,11.54223827,,22.54891312,2.766032698,,20.07858176,1.736816136
189,20.68436461,4.930003011,,23.0163565,4.703667518,,20.71469299,14.47448099,,23.15802893,13.94167706,,23.09154946,2.757572683,,20.53217872,1.854295696
190,21.34280615,4.835965248,,25.26927562,5.201201956,,21.36335031,12.68247034,,25.27027632,13.74699544,,25.53509808,3.789675714,,21.5720543,2.406141325
191,20.54826739,4.742126889,,23.82058178,4.921243583,,20.69932778,13.31453602,,23.95391014,14.27685356,,23.92849115,3.311370843,,20.80489347,2.517844252
192,20.23689653,4.605072627,,23.10372348,5.25620571,,20.07984146,11.42310413,,23.1912929,13.92359772,,23.06037811,3.161912842,,20.25517688,2.282737349
193,19.81643008,4.573504702,,23.27719387,4.887621985,,19.84166296,12.72340187,,23.3371311,13.98316986,,23.35551163,3.326981461,,19.76512544,2.076579102
194,19.96383171,4.300959723,,23.487493,4.774148239,,19.96708088,10.62958461,,23.36301351,11.41509196,,23.6528762,3.324769465,,20.20798627,1.757118339
195,20.75381187,4.745539332,,24.09390256,5.309423369,,20.8524145,12.64005035,,23.9852295,13.64366204,,24.10844982,3.628939837,,20.90879091,2.18712788
196,19.94345519,4.571418669,,23.98315186,4.964095473,,19.93871176,11.80927964,,23.7860048,12.18373756,,24.13198067,3.64443507,,20.02002908,1.943813277
197,19.70407256,4.304503016,,21.13780112,4.031767721,,19.53381094,11.07486524,,21.1237845,10.19117573,,21.40975866,2.758665039,,20.22086017,2.132579651
198,19.50650257,4.326610576,,22.53517559,4.548520624,,19.51112657,11.29924166,,22.48180342,12.47494026,,22.52613572,3.071236015,,19.59155651,1.801674815
199,20.02746156,4.405725282,,24.16676275,4.912236813,,19.97397351,10.88019613,,24.47900694,13.43886625,,24.3411129,3.58513233,,20.08361972,1.904258509
200,20.85031471,4.758526429,,24.63146045,5.2281949,,21.33071393,14.0253292,,24.80493411,14.22553157,,24.87307055,3.722281718,,21.37862578,2.469410663
201,20.12999922,4.555527931,,22.55617609,4.5600815,,19.94660029,11.35016661,,22.33004208,11.14499756,,22.76458583,3.20026263,,20.39814177,2.127793153
202,18.69463051,4.055512301,,21.52510175,4.314411122,,18.69805317,10.91542833,,21.61048944,11.22809,,21.5762198,2.901066483,,18.75949721,1.573995762
203,19.08137479,4.205664843,,21.59488631,4.327919335,,19.04938019,10.59947971,,21.48229414,11.07760498,,21.66137741,2.85202875,,19.19719668,1.691564791
204,18.75405148,4.047506181,,21.20864919,4.225314244,,18.77781346,10.83208076,,21.29175521,11.52767496,,21.18941098,2.787889986,,18.79196344,1.65269257
205,18.81600184,4.019624253,,22.03873599,4.362586705,,18.93830215,10.96108625,,22.14932676,11.82713914,,22.07085927,3.02929679,,18.72104484,1.46208573
206,19.98957849,4.290802661,,23.3631816,4.6940977,,20.07022559,11.03979678,,23.33733027,11.71317842,,23.7103172,3.413162553,,20.47618105,1.899662966
207,20.84271926,4.703533461,,23.87339143,4.827561002,,21.00526112,12.93704143,,23.64381946,12.23340774,,24.13619565,3.46298464,,21.37547761,2.552489618
208,19.86471335,4.332709361,,21.93369809,4.22433565,,19.95715462,11.64965813,,21.97210463,10.81916508,,22.10129196,2.888616449,,20.25057204,1.978547641
209,21.06799938,4.597675384,,21.6346027,4.094203121,,21.06799938,10.58761343,,21.6346027,9.882183847,,21.6346027,2.850984323,,21.30320522,2.047488175
210,17.57708701,3.770080424,,21.12357958,4.320266289,,17.69235562,10.37422753,,21.23882901,11.49087836,,21.04677343,2.858441344,,17.46635501,1.341788727
211,21.07177311,4.992425558,,23.95577675,5.259056971,,21.20119555,14.5069138,,24.0918025,15.26567556,,23.99953956,3.550150485,,21.06297422,2.394210872
212,20.96598383,4.94174608,,24.31224277,5.081869866,,20.65382201,12.39649857,,24.14557865,12.39012742,,24.68851138,3.569711724,,20.9886686,2.303946891
213,20.38714506,4.499701327,,24.07617886,5.009049175,,20.34260139,12.62646672,,24.16728938,12.48076076,,24.28687134,3.652399406,,20.67707635,2.331985629
214,23.04328461,5.618702976,,24.95151069,5.147948943,,23.00366541,14.74162278,,25.05393002,13.68353802,,25.23083317,3.950297159,,23.20042971,3.275399767
215,19.83214826,4.485512988,,22.28545262,4.338079127,,19.92746689,11.58849039,,22.20684152,12.10992317,,22.15173159,2.862220645,,19.93127349,1.881475955
216,20.11241237,4.182078285,,23.70033631,4.44759542,,20.08368325,9.488987617,,23.70033631,11.23339856,,23.70033631,3.213612707,,20.09200146,1.441555671
217,19.82943531,4.323149721,,22.28250349,4.26755939,,19.88205528,11.10961362,,22.35303985,12.02887961,,22.28400598,2.833417621,,19.98427195,2.040804921
218,20.90196244,4.823762979,,24.93602092,5.042023005,,21.04135293,13.32833566,,25.0199444,14.35495956,,25.11505276,3.679144539,,21.00450496,2.234261556
219,20.20378427,4.616922243,,22.82540519,4.513795573,,20.12047497,12.10899184,,22.73267505,12.45990727,,22.90061603,3.105729909,,20.31491222,2.152123541
220,19.32991915,4.097447094,,22.50215189,4.193992649,,19.32112674,10.01051183,,22.53325248,11.54065683,,22.48789394,2.906734976,,19.35379258,1.641727947
222,19.32680914,4.148290541,,22.25735263,4.162371569,,19.28873347,10.43139727,,22.27189799,11.11669598,,22.33154445,2.892944665,,19.3892466,1.620257041
223,19.76825221,4.288238255,,23.30012716,4.528565144,,19.9003047,11.34351657,,23.40679214,12.22417092,,23.31727527,3.166678634,,19.87041414,1.839214942
224,24.01374551,5.472240973,,26.09500405,4.510287408,,23.95922631,13.47555279,,26.12145173,13.11408686,,26.20296559,3.772652034,,24.39012818,4.122516799
225,21.87136787,4.791926629,,24.83263543,4.27760816,,21.83197404,12.7800441,,24.88019094,12.13052051,,24.95236556,3.453655997,,21.92564863,3.213355737
226,21.98839625,4.814879408,,25.32737206,4.438080066,,22.11290925,12.88825121,,25.42833158,13.08639435,,25.45404147,3.697313587,,22.13294242,3.259009826
227,24.14388151,5.535395695,,28.70250453,4.948841466,,24.27721178,13.99095375,,28.91530146,16.50803943,,28.91361993,4.71220653,,24.45225833,4.517178963
228,23.05298227,5.197724047,,26.35052736,4.642528543,,22.97835207,12.87125734,,26.33824544,13.52707654,,26.36607424,3.859046153,,23.27524216,3.815247235
229,22.32800708,4.913990513,,26.1516912,4.410643829,,22.31432937,12.54030104,,26.18988658,12.99313451,,26.41740421,3.869444128,,22.48017782,3.284538859
230,20.21742831,4.152603173,,23.14523013,4.234698676,,20.30829282,11.6011255,,23.08747112,9.567652898,,23.14565568,2.925150267,,20.19844821,1.69485961
231,20.88088825,4.423891527,,23.91049379,4.408954959,,20.78180818,11.39190789,,23.9439579,11.85612648,,23.85947692,3.229426676,,20.84432917,2.499698873
232,21.0292565,4.400923729,,24.26058025,4.279450483,,21.14781082,11.66224093,,24.32239905,10.95902396,,24.39410961,3.444206811,,21.15265848,2.706190565
233,21.77680164,4.714244936,,25.20594361,4.426257163,,21.74880252,11.80480494,,25.38334798,13.51245601,,25.25595685,3.514398873,,21.78594209,2.901847222
234,21.63442164,4.709128961,,24.62997465,4.334908612,,21.82885916,13.46536741,,24.88410778,13.57756267,,24.70592025,3.426134626,,21.68336137,3.123215456
235,20.28738994,4.291221841,,22.81759947,4.247310176,,20.29420053,11.63282875,,22.85249001,11.93883518,,22.93610006,2.926934248,,20.52367044,2.329930757
236,20.29758439,4.296556095,,22.64482584,4.220390144,,20.29553555,10.36854426,,22.84835079,12.33413836,,22.76994702,2.960979744,,20.46893143,2.105239964
237,22.21849576,5.010659169,,24.24091824,4.932491455,,22.21508923,12.89394609,,24.39274757,13.96755158,,24.30182781,3.363746561,,22.29830491,3.001723893
238,19.40573605,4.100090165,,22.28554866,4.177714034,,19.51764514,12.72025726,,22.53065201,13.02901939,,22.39962471,2.82431312,,19.37119867,1.985989471
239,23.43718134,5.450103744,,25.27043112,5.342565103,,23.54053447,13.69308434,,25.33598264,14.1349126,,25.34520529,3.224989101,,23.60726897,3.790943651
240,22.62658334,5.167233729,,24.51764696,5.033494756,,22.33210243,11.89230412,,24.57807542,13.20427726,,24.54415713,3.228196599,,22.64962758,3.140331141
241,21.42588248,4.496537321,,23.53091418,4.030031947,,21.25661779,11.20853791,,23.3301556,10.09559144,,23.48913643,3.106766052,,21.66565565,2.378639897
242,21.26963739,4.752741439,,23.32655755,4.325460315,,21.22530905,12.88606047,,23.63761365,13.66303398,,23.67501371,3.269529091,,21.29103058,2.24594831
243,21.0588066,4.431615494,,24.43876373,4.203999074,,21.00819812,10.15967125,,24.49155417,11.33595821,,24.70265821,3.393777189,,21.31071868,2.521249272
244,20.93628874,4.506032361,,23.17126265,4.227439918,,20.77520714,11.68959309,,23.19049546,12.04445387,,23.26805212,3.157061808,,20.97232399,2.631984665
245,21.1161871,4.353240575,,23.59970014,3.981494964,,21.11733109,10.78978452,,23.66897691,11.07403078,,23.87435843,3.325203208,,21.29890575,2.547032973
246,21.45964633,4.664285054,,23.47730502,4.099954642,,21.91378825,13.91054218,,23.64301363,13.20879267,,23.53433304,3.101387783,,21.85690809,2.909140049
247,22.42976005,4.893440541,,24.40147839,4.224375898,,22.81078538,13.80556204,,24.30766673,11.89573786,,24.76015063,3.491385672,,23.05745386,3.338915668
248,22.37670972,5.057243002,,24.22562122,4.498515815,,22.65336007,15.89493959,,24.4806532,14.5962971,,24.39313981,3.587597055,,22.37210406,3.315692453
249,21.83217991,4.818421737,,24.21254236,4.457227974,,21.79388013,13.03165386,,24.11073048,12.44267068,,24.3554136,3.47099027,,22.15757063,2.974478181
250,21.33976761,4.517676113,,23.40721616,4.06603578,,21.03171139,10.48938794,,23.45674906,11.13135075,,23.73316062,3.184056077,,21.74303788,2.81105405
251,20.9580652,4.474555768,,22.29021811,3.783901528,,20.78103315,10.73369427,,22.46421749,10.99283802,,22.4987544,2.853255085,,21.38759732,2.306524332
252,22.03650543,5.005852343,,23.17182414,4.303560627,,21.95878193,13.81249576,,23.12022467,12.12172099,,23.17725699,3.025690873,,21.95457876,2.881229311
253,22.27103825,4.955680034,,23.10028883,4.032829017,,21.78197416,11.38422295,,23.04676544,11.74496649,,23.28467461,2.927051891,,22.35245335,2.658664138
254,22.19515625,5.000033562,,23.54603189,4.096063606,,21.86278136,12.35898618,,23.71896106,11.57735346,,23.69417041,3.207302078,,22.05732312,2.657029671
255,21.33116728,4.710201988,,24.06984174,4.520771895,,21.24629886,12.12612336,,23.93944271,12.90451298,,24.11794664,3.347184073,,21.65795244,2.772889638
256,22.07634699,4.958829581,,23.81232106,4.405915666,,21.97180409,13.27389882,,23.84554858,12.2119198,,23.92316944,3.239240657,,22.31420829,2.978757836
257,19.85533278,3.980470548,,21.66195907,3.661794734,,20.08223009,10.38456577,,21.68800323,9.553313444,,21.85356572,2.806984673,,20.34732988,1.762850022
258,21.84210681,4.892508133,,23.92899827,4.411199966,,21.75876904,13.0369095,,24.04757583,13.24147817,,24.11952395,3.381533578,,22.16566035,2.844436402
259,22.39684357,4.834052555,,24.93231392,4.180304595,,22.23067017,11.50063769,,24.99632898,11.72226967,,25.09043024,3.481239942,,22.65687575,3.062817177
260,21.66714165,4.614854824,,23.6854543,4.078229734,,21.64113344,11.15161969,,23.77719917,11.78275109,,23.79337413,3.258029282,,22.03270833,2.868319116
261,21.5948812,4.774063224,,24.23875495,4.41130205,,21.74063375,12.86782965,,24.35174615,13.58060759,,24.24476211,3.379476254,,21.68019236,2.89481365
262,21.71876491,4.655982654,,24.47622164,4.307667066,,21.65241092,11.29198263,,24.59818232,12.61104909,,24.60113309,3.481202098,,21.81542766,2.928504398
263,21.50896067,4.720667045,,23.7291166,4.193892882,,21.390347,12.95866621,,23.67191018,11.81727718,,23.76164433,3.09039205,,21.50730916,2.782713488
264,20.49626361,4.301831837,,23.05004087,4.002379791,,20.50466431,10.99697055,,22.94979231,9.959371988,,23.0080158,3.077110991,,20.61599723,2.219874895
265,19.59274404,4.039294346,,22.2797093,3.936871507,,19.50931735,10.74207884,,22.40052245,11.21718387,,22.5342063,3.027387465,,19.79894803,2.039573608
266,19.77440845,4.16154227,,22.83038328,4.074599144,,20.02811432,12.64347183,,22.99748892,12.67203045,,22.95452565,2.996653762,,19.86611099,2.150997351
267,21.5852458,4.813897612,,24.1757362,4.189792017,,21.69839902,13.72390028,,24.32102616,13.67213316,,24.09734543,3.172664117,,21.59049144,2.782578831
268,22.54283261,4.947866821,,24.14894285,4.07275938,,22.14335175,11.45699825,,24.24763845,12.42264121,,24.45727155,3.130140736,,22.86784409,3.172797473
269,22.03943318,4.72812446,,24.63022184,4.080489838,,22.08820774,11.22459769,,24.51259246,10.60850806,,24.76088482,3.253986727,,22.45711654,3.018135084
270,25.63304429,5.962365719,,30.06596845,5.046319576,,25.40217263,13.45769652,,29.93528376,15.13559374,,30.0214711,5.255597324,,26.03891571,5.156879587
271,23.62779673,5.430345601,,25.97406885,4.418366662,,23.80764132,15.50056655,,25.94969414,13.74499139,,25.98709253,3.93908443,,23.69119603,3.81269783
272,20.30828221,4.185080002,,22.29623012,3.803971187,,20.35123147,10.3140105,,22.04598694,10.20153018,,22.15477657,2.549494061,,20.55254251,1.786791251
273,21.2338968,4.754850901,,23.43838831,4.173394067,,21.18955006,12.43009315,,23.33750129,11.85539389,,23.45216196,2.910586367,,21.40874835,2.180827265
274,21.87403376,5.056115651,,24.42975082,4.629599589,,21.99309879,14.38860392,,24.47708022,14.27340455,,24.47632327,3.189403197,,22.25504658,2.861486973
275,21.57342047,4.982072747,,23.51680181,4.335206887,,21.90370719,15.52099479,,23.7519914,14.17833686,,23.56149221,2.986053592,,21.4700041,2.514995906
276,19.84124027,4.204837004,,21.53208748,3.540382405,,19.86792789,10.90234039,,21.82743115,11.59573612,,21.66504703,2.433243152,,19.99362294,1.577385966
277,22.3914651,5.00666269,,24.66061848,4.527156535,,22.69537478,14.10146775,,24.63830712,11.89996511,,24.75239627,3.343173421,,22.67853906,2.849093493
278,20.69123737,4.57152205,,23.19936559,4.322789609,,20.89923764,13.80059264,,23.28216611,12.64025947,,23.32623581,3.019416982,,20.73340098,1.894924545
279,21.42963023,4.803609543,,23.36400354,4.295327629,,21.44954208,13.09176735,,23.42054072,12.15999899,,23.47006715,2.870727122,,21.52179639,2.12362205
281,21.40166455,4.972122163,,23.63004288,4.714879712,,21.35287931,14.63166119,,23.62636581,14.25269648,,23.69403597,2.957445168,,21.29326476,2.234557893
282,20.7986183,4.694015453,,23.06227953,4.406224159,,20.8639816,13.62852006,,23.24054742,13.1199229,,23.29834575,2.928988114,,20.84052858,1.854191908
283,20.80193833,4.666141329,,23.42377035,4.457703472,,20.90361742,13.32287623,,23.3140655,13.06378142,,23.6172439,3.183188674,,21.00094763,1.911789053
284,18.74410073,3.949968074,,22.8626052,4.549760686,,18.87782165,11.7515073,,22.82028143,12.12526116,,23.10025584,2.982004708,,18.68868343,1.333660083
285,18.88856424,3.975185403,,22.02461759,4.03856915,,18.95889341,11.20710359,,22.01111873,10.9837807,,22.08835945,2.826910573,,18.98829176,1.367047246
286,19.36026794,3.979705763,,21.98582478,3.989883658,,19.54302076,11.26671717,,22.14648325,11.72901425,,22.32835529,2.869193021,,19.7643824,1.50222282
287,18.93886438,4.084203491,,22.34966111,4.275073536,,19.08915163,12.07958097,,22.6528397,12.03535007,,22.57693854,2.872821148,,18.88685337,1.337715299
288,18.91461291,4.085445537,,22.49242034,4.438681051,,19.17940808,13.50970348,,22.51474561,12.78247168,,22.496017,2.808329931,,18.86404221,1.325525413
289,19.99198302,4.214204458,,23.01822698,4.284279837,,19.85454703,10.23500785,,22.78318568,10.55795186,,23.15515915,2.96014874,,20.54041121,1.714268523
290,19.82142724,4.07899469,,22.30993577,3.969342323,,19.81127938,10.09267756,,22.146721,10.08570155,,22.52372023,2.670296127,,20.31381351,1.622030998
291,20.46221302,4.308716521,,22.10518911,3.821901728,,20.41655467,11.26979326,,21.89067212,9.460232225,,22.09791842,2.471787976,,20.6474946,1.57694357
292,19.6226067,4.142150688,,22.72077054,4.254408369,,19.87393246,12.22924591,,22.97409559,12.58562034,,22.96805392,2.995007291,,19.87218924,1.555097002
293,19.28280689,4.1177916,,22.84731585,4.331900459,,19.20234908,10.93317104,,22.99724377,12.1032395,,23.00241834,2.890896307,,19.24122478,1.460569454
294,19.38142843,4.153951742,,22.69266919,4.289118521,,19.52623765,12.59818938,,22.48838788,12.31634076,,22.69552045,2.953815801,,19.46053182,1.473595473
295,19.635581,4.021145198,,22.75126669,4.031058661,,19.52736564,9.383836615,,22.55203017,9.976227446,,22.98879345,3.039175562,,20.01383012,1.527034732
296,20.58179422,4.37393081,,22.93783502,4.142851381,,20.54551059,11.17015786,,22.83291027,10.76226702,,22.94855586,2.96375115,,20.63899659,1.738365984
297,23.14583162,5.413862735,,27.48154486,5.50664195,,23.36608419,14.70679018,,27.4878333,14.70778134,,27.85147382,4.352682247,,23.44798748,3.412981881
298,24.21157864,5.941529042,,27.84709772,5.724093267,,24.08386594,14.96805121,,27.7046547,15.47268936,,28.01870934,4.41796856,,24.25711953,4.02518873
299,21.40707179,4.493582446,,23.10122805,3.972105011,,21.39495489,10.22316037,,23.10122805,10.01685255,,23.1039704,2.818215932,,21.42114721,1.805070596
300,21.44698296,4.87078297,,24.0944313,4.47591445,,21.38382431,12.46999261,,24.1497668,12.83504518,,24.17729473,3.383176685,,21.51193261,2.256026273
301,24.18651314,5.851836597,,26.58159621,5.159090432,,24.10567784,14.43152509,,26.71636267,15.04671837,,26.88810373,4.271919951,,24.39086586,3.778122916
303,23.17904085,5.580746469,,26.39100788,5.179064704,,23.17718962,15.26912134,,26.5498405,15.70624217,,26.68334133,4.353220544,,23.20841256,3.359368875
304,22.47070522,5.056845012,,28.12407006,5.447816664,,22.50054085,11.986776,,28.1652351,14.39477561,,28.75435507,4.659449673,,22.75137267,2.777347293
305,21.4690149,4.728684307,,25.67877431,4.839737861,,21.32350364,11.22147238,,25.54254205,12.90998052,,26.29079109,3.970574511,,21.93518102,2.629497479
306,21.49945391,4.904085434,,24.00090648,4.374176979,,21.56950675,13.8722238,,23.99415608,13.67977621,,24.08546938,3.361031834,,21.59177598,2.418646346
307,20.9696532,4.73926273,,25.53116921,4.832280954,,20.9730401,12.65033336,,25.65064904,13.90888096,,25.76034687,3.826595819,,21.16914402,2.499840599
308,21.71796275,4.9660309,,25.72599018,4.894336477,,21.96659573,14.90405591,,25.68519465,14.80664371,,25.74816508,3.848496746,,21.85334787,2.848504513
309,18.60459538,3.725731446,,21.29465581,3.689963416,,18.75630472,10.76568132,,21.33460418,10.19625676,,21.44468052,2.73728931,,18.67276791,1.296714564
310,21.32609968,4.760823639,,26.5151121,5.092239947,,21.51175636,12.5797178,,26.43627348,13.36102163,,26.60151167,4.082255017,,21.63700866,2.601739625
311,19.8175513,4.177339689,,22.48498939,4.006160822,,19.74274205,10.78305037,,22.36508656,10.29573491,,22.57135358,2.876965843,,19.98923302,1.850303947
312,19.90976261,4.439763788,,22.49048166,4.181116365,,19.92250642,12.35675044,,22.37509244,12.02315572,,22.69245836,3.001662044,,19.96760372,1.769470883
313,19.13379924,3.869679483,,21.57835064,3.625722932,,19.12086277,10.41397493,,21.66765223,10.99771155,,21.70912954,2.657099441,,19.2158765,1.395548509
314,18.55093659,3.724898444,,21.0103148,3.484725487,,18.54616145,9.686420285,,21.05962478,9.686823239,,21.15600655,2.570689512,,18.81710006,1.278610009
315,19.10266918,3.985683056,,22.16492978,3.979460101,,19.02910292,10.8790519,,22.31372589,12.47895505,,22.31625905,2.874559083,,19.33373225,1.502216666
317,18.84467238,3.889052159,,20.89312935,3.516755092,,19.01318267,10.63566951,,20.99468915,10.75586528,,21.08104316,2.460915782,,19.08286177,1.312337294
318,19.11087778,3.945095701,,23.2152442,4.225716259,,19.30715889,11.43984544,,23.23687,13.13756669,,23.30227131,3.392476025,,19.18527605,1.557847305
319,19.91504448,4.252955674,,22.29014396,3.877792982,,19.7732141,10.31649072,,22.27071421,10.39544384,,22.40826867,2.854652533,,20.14453049,1.786365306
320,18.90639704,4.017790405,,21.3818153,3.831419089,,19.00531324,11.21622552,,21.62197638,12.63483897,,21.55913714,2.726450091,,19.020575,1.370150948
321,21.07842666,4.674811048,,23.47736514,4.327316901,,21.12898416,13.08872623,,23.22936413,11.88135072,,23.69993399,3.206373755,,21.26897036,2.187091142
322,21.92115867,5.043321531,,23.89862227,4.439105104,,21.93160214,14.41080047,,23.94567109,13.55265793,,24.08507312,3.257217552,,21.98523294,2.603092648
323,19.69413645,4.183573638,,22.03936741,3.809559938,,19.76403887,11.45509455,,22.06746124,10.79335805,,22.31382841,2.827749762,,19.88463084,1.643007803
324,19.50599031,4.139484706,,21.7971741,3.839802821,,19.73625478,12.04715426,,21.94596145,11.80744407,,21.83917645,2.813517138,,19.61135717,1.537476579
325,22.84450321,5.18950293,,25.17386629,4.606068916,,22.64811102,12.68664572,,25.22210092,13.0325497,,25.47525311,3.606145563,,23.04998004,3.042609328
326,19.6612381,4.217359485,,22.13285806,3.91922099,,19.53577766,10.31065184,,22.20944119,11.47907284,,22.22652997,2.76983816,,19.70464456,1.680333882
327,18.77663705,3.938100762,,21.46750069,3.747438134,,18.79923766,11.07398664,,21.49604214,11.51762688,,21.44394877,2.566862902,,18.74636258,1.372971168
328,21.65032649,4.729162161,,23.76942181,4.37310056,,21.35506188,10.452414,,23.64357492,11.91234337,,23.70268537,3.103950879,,22.02607867,2.375170104
329,18.41854873,3.709214904,,21.35525807,3.72698544,,18.49853555,11.31789678,,21.45335778,11.19954038,,21.45544015,2.740548949,,18.45396142,1.119722231
330,21.55507355,4.712908267,,23.5906363,4.100277485,,21.59721907,12.38316424,,23.6152169,11.36438694,,23.79387784,3.008387999,,21.76911277,2.223815816
331,18.99840313,4.068124103,,22.0738475,3.993560068,,19.05396461,11.70728354,,22.11334717,12.09703765,,22.17675573,2.841918194,,18.98467413,1.355869902
332,19.19779078,3.954064816,,21.62748764,3.742035784,,19.28014366,10.97124623,,21.79934074,11.75394814,,21.83027509,2.656111491,,19.56011752,1.363219007
333,22.45792374,5.084333355,,24.27584656,4.354459542,,22.62089339,13.43878629,,24.38774629,14.25506373,,24.30962177,2.918692167,,22.72863206,2.594229771
334,20.51623701,4.427659211,,23.16171835,4.313013623,,20.79258623,13.21747878,,23.02559962,12.28628536,,23.1273263,3.013809643,,20.57757824,1.878230447
335,21.06348459,4.551237279,,23.28297193,4.017655869,,20.96503669,11.67048886,,23.37978748,11.99224717,,23.44098798,2.789517787,,21.20999645,2.161150821
336,20.90917228,4.390358383,,22.8106945,3.739198424,,20.85615543,10.98014993,,22.79540846,11.14776378,,22.83701153,2.610226238,,21.19441057,1.992349785
337,20.34199923,4.471210157,,22.51369747,4.017548258,,20.61073422,13.4657424,,22.71705393,13.49998304,,22.78536265,2.876624072,,20.40009537,1.82390761
338,18.81996872,4.283374746,,22.51140266,4.141484213,,18.834462,12.90213173,,22.55667663,13.45553858,,22.90565576,3.074089804,,18.71188804,1.519524108
339,21.32389601,4.910199113,,23.5875746,4.676621054,,21.35544377,12.84207339,,23.80416369,13.61447409,,23.94661716,3.319207793,,21.7195922,2.830155172
340,21.10080294,4.727094408,,23.79601536,4.740656049,,21.08215462,11.78958013,,23.66432072,12.15102953,,23.87472248,3.293402747,,21.55522151,2.433215292
341,19.95000281,4.448001515,,23.00899396,4.459378989,,19.90897877,11.43481532,,22.95614346,12.85483705,,22.95617875,3.051126449,,20.18552575,1.928242863
342,22.17113694,5.136766909,,25.45215579,5.331661903,,22.33474283,12.79155444,,25.55736036,14.06712141,,25.77221325,3.883780302,,22.43667625,2.990591143
343,20.20229668,4.715137703,,22.98089328,4.455858582,,20.34905496,12.76219709,,23.10078803,15.08275682,,23.20858222,3.649535494,,20.55014677,2.150695017
344,18.85925325,4.053727107,,23.01243343,4.267980524,,18.8861505,10.44750626,,22.98106206,12.72755248,,23.05039692,3.324113778,,19.04057666,1.138901058
345,20.15542649,4.512397262,,23.06278234,4.365839782,,20.31218424,12.23983777,,23.04228049,13.16534697,,23.59657351,3.62945834,,20.55190027,2.037975317
346,20.18267816,4.24815921,,22.55635847,4.223123409,,20.18267816,9.990945342,,22.55635847,11.09118216,,22.55720418,3.004763021,,20.23344806,1.555500628
347,18.21712675,3.995044823,,21.44202697,4.025904729,,18.37561281,11.11131589,,21.59827576,11.64664772,,21.39656833,2.976791901,,18.2065653,1.11746088
348,19.93189068,4.255197452,,22.48029038,4.119382852,,19.89494239,9.714854147,,22.41738151,11.37008507,,22.50173678,3.26023121,,19.99896362,1.502236818
349,20.79860211,4.8386471,,23.72772033,4.685338616,,20.76175766,12.2584644,,23.28874873,13.08204027,,23.96301371,3.687882845,,20.98334449,2.208075714
350,19.91585276,4.518020123,,22.94318215,4.41365059,,19.99206403,11.79767884,,22.92578568,13.65511961,,23.11257518,3.448632673,,20.10978483,1.778039128
